Airline,Duration,Total stops,Price,Date,Date scraped,Source_DUB,Source_IBZ,Source_MAD,Source_TFN,Destination_DUB,Destination_IBZ,Destination_MAD,Destination_TFN
Iberia,155,0,275,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
Vueling,650,1,83,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
British Airways,155,0,289,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
British Airways,170,0,289,2023-12-14,2023-07-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,157,2023-12-15,2023-07-12,1,0,0,0,0,0,1,0
Iberia,155,0,129,2023-12-15,2023-07-12,1,0,0,0,0,0,1,0
"Aer Lingus, Iberia Express",1245,1,112,2023-12-15,2023-07-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,157,2023-12-15,2023-07-12,1,0,0,0,0,0,1,0
Iberia Express,155,0,160,2023-12-15,2023-07-12,1,0,0,0,0,0,1,0
Vueling,155,0,167,2023-12-15,2023-07-12,1,0,0,0,0,0,1,0
British Airways,155,0,215,2023-12-15,2023-07-12,1,0,0,0,0,0,1,0
Iberia,155,0,322,2023-12-15,2023-07-12,1,0,0,0,0,0,1,0
Aer Lingus,155,0,324,2023-12-15,2023-07-12,1,0,0,0,0,0,1,0
Vueling,325,1,145,2023-12-15,2023-07-12,1,0,0,0,0,0,1,0
"Aer Lingus, Binter Canarias",420,1,186,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,1185,2,176,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",480,1,186,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,590,2,201,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,770,2,206,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",1080,1,186,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,1080,2,198,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,750,2,252,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,890,2,226,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,830,2,252,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,975,2,236,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,1005,2,199,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,1065,2,208,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,1085,2,205,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,1190,2,190,2023-11-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",420,1,155,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",480,1,155,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",435,1,194,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",540,1,155,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
Iberia,555,1,230,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",370,1,345,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",440,1,263,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",495,2,177,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",520,1,322,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",725,1,188,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",600,1,322,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Air Europa",570,1,345,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
Vueling,670,1,422,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",1035,2,195,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",1035,2,196,2023-12-12,2023-07-12,1,0,0,0,0,0,0,1
Vueling,575,1,148,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",520,1,242,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Iberia",565,2,177,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",600,1,242,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
Iberia,860,1,196,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
British Airways,860,1,206,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,650,2,181,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",725,1,204,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
"Iberia Express, Air Europa",830,1,194,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
Iberia Express,860,1,193,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,665,2,194,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
"Vueling, Binter Canarias",765,2,211,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
"Vueling, Air Europa",670,2,231,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
"KLM, Iberia",645,2,260,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
Iberia,935,1,196,2023-12-13,2023-07-12,1,0,0,0,0,0,0,1
Vueling,550,1,102,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",390,1,206,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",450,1,185,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",440,1,188,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",525,1,198,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",725,1,155,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
Iberia,610,1,228,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",490,1,269,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
Iberia,555,1,288,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
British Airways,610,1,248,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,560,2,202,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
Iberia,550,1,358,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",570,1,269,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
Multiple Airlines,590,2,202,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
Iberia,830,1,238,2023-12-14,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",520,1,236,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
Iberia,865,1,196,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",585,1,236,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Binter Canarias",600,1,236,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
Iberia,940,1,246,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Air Europa",835,1,284,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
Iberia,555,1,640,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Air Europa",625,2,412,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",710,1,422,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",745,1,409,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
British Airways,705,2,558,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
"Aer Lingus, Vueling",1015,1,199,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
Iberia,720,1,640,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
Iberia,1160,1,211,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
Iberia,1030,1,365,2023-12-15,2023-07-12,1,0,0,0,0,0,0,1
Vueling,1120,1,82,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",400,1,228,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
British Airways,380,1,323,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
British Airways,465,1,288,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, Aer Lingus",330,1,334,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
British Airways,430,1,323,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, Transavia France",550,2,210,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
Iberia,355,1,370,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
British Airways,525,1,288,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
"Air Europa, Transavia France",765,2,158,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, British Airways",380,1,371,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, British Airways",465,1,324,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",1080,1,146,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
British Airways,585,1,288,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
"Swiftair, Iberia",950,2,135,2023-11-12,2023-07-12,0,1,0,0,1,0,0,0
Vueling,440,1,62,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
Vueling,820,1,51,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",400,1,142,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
"Iberia Express, Aer Lingus",330,1,181,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, Aer Lingus",330,1,189,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, British Airways",520,2,120,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
Vueling,955,1,70,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
Vueling,1100,1,70,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
British Airways,380,1,285,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
British Airways,465,1,234,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
British Airways,440,1,253,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
Vueling,405,2,162,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, British Airways",435,2,177,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
British Airways,435,2,187,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, British Airways",465,1,266,2023-12-12,2023-07-12,0,1,0,0,1,0,0,0
Iberia,350,1,65,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
Vueling,845,1,46,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
Iberia Express,350,1,71,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, Iberia Express",350,1,73,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
British Airways,350,1,108,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",400,1,96,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
Vueling,350,1,141,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
"Iberia Express, Iberia",350,1,150,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
Iberia,820,1,69,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
Iberia Express,820,1,64,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, British Airways",455,2,130,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, Iberia Express",820,1,67,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
"Iberia Express, Iberia",820,1,68,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
British Airways,380,1,269,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
British Airways,820,1,108,2023-12-13,2023-07-12,0,1,0,0,1,0,0,0
Iberia,355,1,117,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
Vueling,1445,1,50,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
Iberia Express,355,1,109,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, Iberia Express",355,1,112,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
"Iberia Express, Iberia",355,1,113,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",345,1,123,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
Vueling,355,1,156,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",485,1,98,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
British Airways,355,1,171,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",545,1,98,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
"Air Europa, Aer Lingus",490,1,111,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",400,1,151,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
Iberia,610,1,117,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, Aer Lingus",330,1,228,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
"Iberia Express, Aer Lingus",330,1,243,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, Aer Lingus",330,1,245,2023-12-14,2023-07-12,0,1,0,0,1,0,0,0
Vueling,290,1,117,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
Iberia Express,1295,1,59,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
Vueling,485,1,72,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",370,1,113,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",400,1,113,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
"Vueling, Transavia France",330,1,135,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
"Vueling, Aer Lingus",500,1,104,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
"Air Europa, Aer Lingus",490,1,163,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
Vueling,395,2,173,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
Iberia,840,1,78,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
Iberia Express,840,1,69,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
British Airways,465,1,230,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
"Iberia, Iberia Express",840,1,73,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
"Iberia Express, Iberia",840,1,74,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
British Airways,525,1,230,2023-12-15,2023-07-12,0,1,0,0,1,0,0,0
Aer Lingus,160,0,126,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
Iberia Express,160,0,125,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
"Iberia Express, Aer Lingus",415,1,107,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,126,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
Iberia,160,0,127,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
Vueling,160,0,147,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,165,0,159,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
British Airways,160,0,181,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
Iberia,165,0,186,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
British Airways,165,0,224,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
"Iberia, Aer Lingus",415,1,109,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
Air France,325,1,143,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
"Air Europa, Transavia France",350,1,128,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
British Airways,350,1,180,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
Air France,435,1,152,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
"Iberia, British Airways",350,1,186,2023-11-12,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,150,0,75,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
Iberia Express,150,0,41,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
Iberia,150,0,42,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
Vueling,150,0,53,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,150,0,75,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
British Airways,150,0,78,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,165,0,81,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
Iberia,165,0,101,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
British Airways,165,0,140,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
Vueling,330,1,89,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
British Airways,365,1,85,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
"Iberia, British Airways",365,1,103,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
British Airways,290,1,140,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
Air France,325,1,141,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
British Airways,350,1,134,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
British Airways,375,1,122,2023-12-12,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,75,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
Iberia Express,160,0,40,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
Iberia,160,0,42,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
Vueling,160,0,53,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,75,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
British Airways,160,0,78,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
Transavia France,400,1,91,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
"Air Europa, Transavia France",345,1,103,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
Air France,325,1,142,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
British Airways,365,1,123,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
British Airways,350,1,135,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
British Airways,315,1,152,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
"Iberia, British Airways",315,1,157,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
British Airways,405,1,123,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
British Airways,375,1,135,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
British Airways,325,1,165,2023-12-13,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,67,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
Iberia,150,0,42,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
Iberia Express,150,0,42,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
Iberia,160,0,42,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
Iberia Express,160,0,42,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
Vueling,150,0,53,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
Vueling,160,0,53,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,61,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,165,0,61,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
Iberia,160,0,67,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
Iberia,165,0,67,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,150,0,75,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,75,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
British Airways,150,0,78,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
British Airways,160,0,78,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
British Airways,165,0,103,2023-12-14,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,59,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
Iberia,160,0,42,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
Iberia Express,160,0,43,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,43,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
Vueling,160,0,53,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
Iberia,160,0,67,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
Iberia,165,0,67,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
Aer Lingus,160,0,75,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
British Airways,160,0,78,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
British Airways,165,0,103,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
British Airways,160,0,103,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
TAP AIR PORTUGAL,565,1,89,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
Vueling,375,1,107,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
Air France,325,1,141,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
"Vueling, Aer Lingus",315,1,129,2023-12-15,2023-07-12,0,0,1,0,1,0,0,0
"Binter Canarias, Aer Lingus",390,1,175,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
Iberia,860,1,139,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",450,1,183,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
Iberia,920,1,139,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",510,1,202,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
Iberia,1025,1,139,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",570,1,183,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
British Airways,860,1,149,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
British Airways,920,1,149,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
"Air Europa, Aer Lingus",765,1,170,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
"Air Europa, Aer Lingus",900,1,170,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",810,1,183,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",720,1,202,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",870,1,183,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
"Canaryfly, Aer Lingus",765,1,235,2023-11-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",360,1,163,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
"Air Europa, Aer Lingus",765,1,137,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",390,1,163,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",420,1,163,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",450,1,172,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",480,1,163,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",430,1,206,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",510,1,163,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",540,1,163,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
"Canaryfly, Aer Lingus",510,1,177,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",570,1,163,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
"Air Europa, Aer Lingus",390,1,475,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
"Air Europa, Aer Lingus",510,1,249,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
Vueling,780,1,168,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",580,1,263,2023-12-12,2023-07-12,0,0,0,1,1,0,0,0
Vueling,805,1,88,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
Iberia,420,1,200,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
British Airways,420,1,216,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
"Vueling, Aer Lingus",665,1,108,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
Vueling,420,1,619,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
Iberia,680,1,200,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
Iberia,860,1,164,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
"Air Europa, Iberia Express",505,1,299,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
British Airways,680,1,216,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
British Airways,860,1,174,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
Multiple Airlines,600,2,194,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
Multiple Airlines,585,2,220,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
"Air Europa, Iberia Express",925,2,152,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
Multiple Airlines,570,3,241,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
Multiple Airlines,645,2,220,2023-12-13,2023-07-12,0,0,0,1,1,0,0,0
Iberia,420,1,157,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
"Air Europa, Aer Lingus",800,1,148,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",365,1,175,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
British Airways,420,1,174,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",395,1,175,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
Iberia,495,1,157,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",425,1,175,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",455,1,175,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
British Airways,495,1,174,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
"Air Europa, Aer Lingus",390,1,314,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",485,1,175,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",515,1,175,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
Iberia,680,1,157,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
Iberia,400,1,502,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
"Binter Canarias, Aer Lingus",545,1,175,2023-12-14,2023-07-12,0,0,0,1,1,0,0,0
British Airways,880,1,125,2023-12-15,2023-07-12,0,0,0,1,1,0,0,0
