Airline,Source,Destination,Duration,Total stops,Price,Date
Iberia Express,MAD,DUB,2h 40m,direct,€142,2023-12-11
"Iberia, Vueling",MAD,DUB,17h 35m,1 stop,€86,2023-12-11
Iberia,MAD,DUB,2h 40m,direct,€143,2023-12-11
Vueling,MAD,DUB,2h 40m,direct,€147,2023-12-11
Aer Lingus,MAD,DUB,2h 40m,direct,€157,2023-12-11
Iberia,MAD,DUB,2h 45m,direct,€227,2023-12-11
British Airways,MAD,DUB,6h 15m,1 stop,€195,2023-12-11
British Airways,MAD,DUB,5h 50m,1 stop,€210,2023-12-11
British Airways,MAD,DUB,6h 25m,1 stop,€210,2023-12-11
Air France,MAD,DUB,5h 25m,1 stop,€306,2023-12-11
British Airways,MAD,DUB,7h 15m,1 stop,€210,2023-12-11
British Airways,MAD,DUB,6h 00m,1 stop,€268,2023-12-11
British Airways,MAD,DUB,5h 00m,1 stop,€368,2023-12-11
"Air Europa, Aer Lingus",MAD,DUB,6h 45m,1 stop,€208,2023-12-11
British Airways,MAD,DUB,6h 45m,1 stop,€268,2023-12-11
British Airways,MAD,DUB,5h 45m,1 stop,€368,2023-12-11
Aer Lingus,MAD,DUB,2h 30m,direct,€75,2023-12-12
Iberia Express,MAD,DUB,2h 30m,direct,€48,2023-12-12
Iberia,MAD,DUB,2h 30m,direct,€50,2023-12-12
Vueling,MAD,DUB,2h 30m,direct,€53,2023-12-12
Aer Lingus,MAD,DUB,2h 30m,direct,€75,2023-12-12
Iberia,MAD,DUB,2h 45m,direct,€103,2023-12-12
Aer Lingus,MAD,DUB,2h 45m,direct,€124,2023-12-12
Vueling,MAD,DUB,5h 30m,1 stop,€81,2023-12-12
"Iberia, Vueling",MAD,DUB,7h 15m,1 stop,€79,2023-12-12
Air France,MAD,DUB,5h 25m,1 stop,€143,2023-12-12
British Airways,MAD,DUB,4h 50m,1 stop,€165,2023-12-12
British Airways,MAD,DUB,5h 50m,1 stop,€135,2023-12-12
"Iberia, British Airways",MAD,DUB,5h 15m,1 stop,€157,2023-12-12
"Iberia, British Airways",MAD,DUB,5h 25m,1 stop,€157,2023-12-12
British Airways,MAD,DUB,6h 15m,1 stop,€135,2023-12-12
"Iberia, British Airways",MAD,DUB,4h 50m,1 stop,€195,2023-12-12
Aer Lingus,MAD,DUB,2h 40m,direct,€75,2023-12-13
Iberia Express,MAD,DUB,2h 40m,direct,€47,2023-12-13
Iberia,MAD,DUB,2h 40m,direct,€50,2023-12-13
Vueling,MAD,DUB,2h 40m,direct,€53,2023-12-13
Aer Lingus,MAD,DUB,2h 40m,direct,€75,2023-12-13
British Airways,MAD,DUB,2h 40m,direct,€86,2023-12-13
TAP AIR PORTUGAL,MAD,DUB,9h 20m,1 stop,€74,2023-12-13
