Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
"Aer Lingus, Vueling",DUB,IBZ,9h 00m,2 stops,€153,12/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,7h 25m,2 stops,€185,12/12/2023,07/12/2023
Iberia,DUB,IBZ,7h 15m,1 stop,€358,12/12/2023,07/12/2023
"Aer Lingus, Transavia",DUB,IBZ,5h 45m,1 stop,€374,12/12/2023,07/12/2023
Vueling,DUB,IBZ,6h 35m,1 stop,€68,13/12/2023,07/12/2023
Vueling,DUB,IBZ,23h 35m,1 stop,€54,13/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€121,13/12/2023,07/12/2023
Vueling,DUB,IBZ,9h 00m,1 stop,€78,13/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€121,13/12/2023,07/12/2023
Vueling,DUB,IBZ,12h 10m,1 stop,€68,13/12/2023,07/12/2023
British Airways,DUB,IBZ,4h 35m,1 stop,€349,13/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 05m,1 stop,€116,13/12/2023,07/12/2023
Iberia,DUB,IBZ,6h 35m,1 stop,€270,13/12/2023,07/12/2023
Iberia,DUB,IBZ,12h 25m,1 stop,€132,13/12/2023,07/12/2023
"Vueling, Swiftair",DUB,IBZ,8h 15m,2 stops,€114,13/12/2023,07/12/2023
"Vueling, Air Europa",DUB,IBZ,8h 15m,2 stops,€114,13/12/2023,07/12/2023
"Vueling, Air Europa",DUB,IBZ,8h 15m,2 stops,€116,13/12/2023,07/12/2023
Multiple Airlines,DUB,IBZ,8h 15m,2 stops,€116,13/12/2023,07/12/2023
Iberia,DUB,IBZ,9h 00m,1 stop,€302,13/12/2023,07/12/2023
Vueling,DUB,IBZ,6h 10m,1 stop,€70,14/12/2023,07/12/2023
Vueling,DUB,IBZ,23h 10m,1 stop,€55,14/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 05m,1 stop,€115,14/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€115,14/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€115,14/12/2023,07/12/2023
Vueling,DUB,IBZ,8h 35m,1 stop,€102,14/12/2023,07/12/2023
Vueling,DUB,IBZ,11h 45m,1 stop,€70,14/12/2023,07/12/2023
Iberia,DUB,IBZ,5h 00m,1 stop,€355,14/12/2023,07/12/2023
Iberia,DUB,IBZ,6h 10m,1 stop,€297,14/12/2023,07/12/2023
"Iberia, Iberia Express",DUB,IBZ,5h 00m,1 stop,€322,14/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 05m,1 stop,€115,14/12/2023,07/12/2023
British Airways,DUB,IBZ,5h 00m,1 stop,€431,14/12/2023,07/12/2023
"Transavia France, Vueling",DUB,IBZ,17h 05m,1 stop,€95,14/12/2023,07/12/2023
British Airways,DUB,IBZ,6h 10m,1 stop,€394,14/12/2023,07/12/2023
"Vueling, Air Europa",DUB,IBZ,7h 50m,2 stops,€137,14/12/2023,07/12/2023
Vueling,DUB,IBZ,6h 20m,1 stop,€76,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 05m,1 stop,€164,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 15m,1 stop,€175,15/12/2023,07/12/2023
Iberia,DUB,IBZ,12h 30m,1 stop,€107,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 30m,1 stop,€162,15/12/2023,07/12/2023
Iberia,DUB,IBZ,16h 45m,1 stop,€114,15/12/2023,07/12/2023
Iberia,DUB,IBZ,6h 20m,1 stop,€345,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,8h 40m,1 stop,€162,15/12/2023,07/12/2023
British Airways,DUB,IBZ,12h 30m,1 stop,€148,15/12/2023,07/12/2023
Multiple Airlines,DUB,IBZ,7h 45m,2 stops,€187,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,11h 30m,1 stop,€167,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,14h 40m,1 stop,€153,15/12/2023,07/12/2023
"Aer Lingus, Vueling",DUB,IBZ,10h 55m,2 stops,€149,15/12/2023,07/12/2023
"Iberia, Iberia Express",DUB,IBZ,12h 30m,1 stop,€172,15/12/2023,07/12/2023
British Airways,DUB,IBZ,12h 20m,1 stop,€274,15/12/2023,07/12/2023
