Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
Vueling,IBZ,DUB,18h 40m,1 stop,€82,11/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€228,11/12/2023,07/12/2023
British Airways,IBZ,DUB,6h 20m,1 stop,€323,11/12/2023,07/12/2023
British Airways,IBZ,DUB,7h 45m,1 stop,€288,11/12/2023,07/12/2023
"Iberia, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€334,11/12/2023,07/12/2023
British Airways,IBZ,DUB,7h 10m,1 stop,€323,11/12/2023,07/12/2023
"Iberia, Transavia France",IBZ,DUB,9h 10m,2 stops,€210,11/12/2023,07/12/2023
Iberia,IBZ,DUB,5h 55m,1 stop,€370,11/12/2023,07/12/2023
British Airways,IBZ,DUB,8h 45m,1 stop,€288,11/12/2023,07/12/2023
"Air Europa, Transavia France",IBZ,DUB,12h 45m,2 stops,€158,11/12/2023,07/12/2023
"Iberia, British Airways",IBZ,DUB,6h 20m,1 stop,€371,11/12/2023,07/12/2023
"Iberia, British Airways",IBZ,DUB,7h 45m,1 stop,€324,11/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,18h 00m,1 stop,€146,11/12/2023,07/12/2023
British Airways,IBZ,DUB,9h 45m,1 stop,€288,11/12/2023,07/12/2023
"Swiftair, Iberia",IBZ,DUB,15h 50m,2 stops,€135,11/12/2023,07/12/2023
Vueling,IBZ,DUB,7h 20m,1 stop,€62,12/12/2023,07/12/2023
Vueling,IBZ,DUB,13h 40m,1 stop,€51,12/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€142,12/12/2023,07/12/2023
"Iberia Express, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€181,12/12/2023,07/12/2023
"Iberia, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€189,12/12/2023,07/12/2023
"Iberia, British Airways",IBZ,DUB,8h 40m,2 stops,€120,12/12/2023,07/12/2023
Vueling,IBZ,DUB,15h 55m,1 stop,€70,12/12/2023,07/12/2023
Vueling,IBZ,DUB,18h 20m,1 stop,€70,12/12/2023,07/12/2023
British Airways,IBZ,DUB,6h 20m,1 stop,€285,12/12/2023,07/12/2023
British Airways,IBZ,DUB,7h 45m,1 stop,€234,12/12/2023,07/12/2023
British Airways,IBZ,DUB,7h 20m,1 stop,€253,12/12/2023,07/12/2023
Vueling,IBZ,DUB,6h 45m,2 stops,€162,12/12/2023,07/12/2023
"Iberia, British Airways",IBZ,DUB,7h 15m,2 stops,€177,12/12/2023,07/12/2023
British Airways,IBZ,DUB,7h 15m,2 stops,€187,12/12/2023,07/12/2023
"Iberia, British Airways",IBZ,DUB,7h 45m,1 stop,€266,12/12/2023,07/12/2023
