Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
Iberia,IBZ,DUB,5h 50m,1 stop,€65,13/12/2023,07/12/2023
Vueling,IBZ,DUB,14h 05m,1 stop,€46,13/12/2023,07/12/2023
Iberia Express,IBZ,DUB,5h 50m,1 stop,€71,13/12/2023,07/12/2023
"Iberia, Iberia Express",IBZ,DUB,5h 50m,1 stop,€73,13/12/2023,07/12/2023
British Airways,IBZ,DUB,5h 50m,1 stop,€108,13/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€96,13/12/2023,07/12/2023
Vueling,IBZ,DUB,5h 50m,1 stop,€141,13/12/2023,07/12/2023
"Iberia Express, Iberia",IBZ,DUB,5h 50m,1 stop,€150,13/12/2023,07/12/2023
Iberia,IBZ,DUB,13h 40m,1 stop,€69,13/12/2023,07/12/2023
Iberia Express,IBZ,DUB,13h 40m,1 stop,€64,13/12/2023,07/12/2023
"Iberia, British Airways",IBZ,DUB,7h 35m,2 stops,€130,13/12/2023,07/12/2023
"Iberia, Iberia Express",IBZ,DUB,13h 40m,1 stop,€67,13/12/2023,07/12/2023
"Iberia Express, Iberia",IBZ,DUB,13h 40m,1 stop,€68,13/12/2023,07/12/2023
British Airways,IBZ,DUB,6h 20m,1 stop,€269,13/12/2023,07/12/2023
British Airways,IBZ,DUB,13h 40m,1 stop,€108,13/12/2023,07/12/2023
Iberia,IBZ,DUB,5h 55m,1 stop,€117,14/12/2023,07/12/2023
Vueling,IBZ,DUB,24h 05m,1 stop,€50,14/12/2023,07/12/2023
Iberia Express,IBZ,DUB,5h 55m,1 stop,€109,14/12/2023,07/12/2023
"Iberia, Iberia Express",IBZ,DUB,5h 55m,1 stop,€112,14/12/2023,07/12/2023
"Iberia Express, Iberia",IBZ,DUB,5h 55m,1 stop,€113,14/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,5h 45m,1 stop,€123,14/12/2023,07/12/2023
Vueling,IBZ,DUB,5h 55m,1 stop,€156,14/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,8h 05m,1 stop,€98,14/12/2023,07/12/2023
British Airways,IBZ,DUB,5h 55m,1 stop,€171,14/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,9h 05m,1 stop,€98,14/12/2023,07/12/2023
"Air Europa, Aer Lingus",IBZ,DUB,8h 10m,1 stop,€111,14/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€151,14/12/2023,07/12/2023
Iberia,IBZ,DUB,10h 10m,1 stop,€117,14/12/2023,07/12/2023
"Iberia, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€228,14/12/2023,07/12/2023
"Iberia Express, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€243,14/12/2023,07/12/2023
"Iberia, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€245,14/12/2023,07/12/2023
Vueling,IBZ,DUB,4h 50m,1 stop,€117,15/12/2023,07/12/2023
Iberia Express,IBZ,DUB,21h 35m,1 stop,€59,15/12/2023,07/12/2023
Vueling,IBZ,DUB,8h 05m,1 stop,€72,15/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 10m,1 stop,€113,15/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€113,15/12/2023,07/12/2023
"Vueling, Transavia France",IBZ,DUB,5h 30m,1 stop,€135,15/12/2023,07/12/2023
"Vueling, Aer Lingus",IBZ,DUB,8h 20m,1 stop,€104,15/12/2023,07/12/2023
"Air Europa, Aer Lingus",IBZ,DUB,8h 10m,1 stop,€163,15/12/2023,07/12/2023
Vueling,IBZ,DUB,6h 35m,2 stops,€173,15/12/2023,07/12/2023
Iberia,IBZ,DUB,14h 00m,1 stop,€78,15/12/2023,07/12/2023
Iberia Express,IBZ,DUB,14h 00m,1 stop,€69,15/12/2023,07/12/2023
British Airways,IBZ,DUB,7h 45m,1 stop,€230,15/12/2023,07/12/2023
"Iberia, Iberia Express",IBZ,DUB,14h 00m,1 stop,€73,15/12/2023,07/12/2023
"Iberia Express, Iberia",IBZ,DUB,14h 00m,1 stop,€74,15/12/2023,07/12/2023
"Iberia, Aer Lingus",IBZ,DUB,5h 30m,1 stop,€257,15/12/2023,Date scraped
British Airways,IBZ,DUB,8h 45m,1 stop,€230,15/12/2023,07/12/2023
