Airline,Source,Destination,Duration,Total stops,Price,Date
Vueling,DUB,IBZ,22h 50m,1 stop,€92,2023-12-11
"Transavia France, Vueling",DUB,IBZ,17h 10m,1 stop,€103,2023-12-11
Multiple Airlines,DUB,IBZ,7h 35m,2 stops,€233,2023-12-11
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€340,2023-12-11
Iberia,DUB,IBZ,12h 30m,1 stop,€282,2023-12-11
"Aer Lingus, Vueling",DUB,IBZ,18h 55m,1 stop,€169,2023-12-11
British Airways,DUB,IBZ,12h 30m,1 stop,€327,2023-12-11
"Transavia France, Vueling",DUB,IBZ,17h 00m,2 stops,€161,2023-12-11
"Aer Lingus, Vueling",DUB,IBZ,9h 20m,1 stop,€360,2023-12-11
"British Airways, Iberia",DUB,IBZ,14h 55m,1 stop,€308,2023-12-11
"Aer Lingus, British Airways",DUB,IBZ,14h 55m,1 stop,€262,2023-12-11
"Transavia France, Vueling",DUB,IBZ,18h 00m,2 stops,€161,2023-12-11
Iberia,DUB,IBZ,16h 45m,1 stop,€289,2023-12-11
"Transavia France, Vueling",DUB,IBZ,13h 25m,2 stops,€221,2023-12-11
"British Airways, Iberia",DUB,IBZ,18h 00m,1 stop,€294,2023-12-11
Vueling,DUB,IBZ,7h 15m,1 stop,€112,2023-12-12
Vueling,DUB,IBZ,18h 40m,1 stop,€95,2023-12-12
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€147,2023-12-12
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€147,2023-12-12
"Aer Lingus, Air Europa",DUB,IBZ,5h 45m,1 stop,€255,2023-12-12
Iberia,DUB,IBZ,5h 00m,1 stop,€390,2023-12-12
Vueling,DUB,IBZ,5h 00m,1 stop,€399,2023-12-12
British Airways,DUB,IBZ,4h 40m,1 stop,€430,2023-12-12
"Aer Lingus, Vueling",DUB,IBZ,9h 10m,1 stop,€167,2023-12-12
Iberia Express,DUB,IBZ,5h 00m,1 stop,€384,2023-12-12
British Airways,DUB,IBZ,5h 00m,1 stop,€487,2023-12-12
"Aer Lingus, Vueling",DUB,IBZ,9h 00m,2 stops,€153,2023-12-12
"Aer Lingus, Vueling",DUB,IBZ,7h 25m,2 stops,€185,2023-12-12
Iberia,DUB,IBZ,7h 15m,1 stop,€358,2023-12-12
"Aer Lingus, Transavia",DUB,IBZ,5h 45m,1 stop,€374,2023-12-12
Vueling,DUB,IBZ,6h 35m,1 stop,€68,2023-12-13
Vueling,DUB,IBZ,23h 35m,1 stop,€54,2023-12-13
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€121,2023-12-13
Vueling,DUB,IBZ,9h 00m,1 stop,€78,2023-12-13
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€121,2023-12-13
Vueling,DUB,IBZ,12h 10m,1 stop,€68,2023-12-13
British Airways,DUB,IBZ,4h 35m,1 stop,€349,2023-12-13
"Aer Lingus, Vueling",DUB,IBZ,9h 05m,1 stop,€116,2023-12-13
Iberia,DUB,IBZ,6h 35m,1 stop,€270,2023-12-13
Iberia,DUB,IBZ,12h 25m,1 stop,€132,2023-12-13
"Vueling, Swiftair",DUB,IBZ,8h 15m,2 stops,€114,2023-12-13
"Vueling, Air Europa",DUB,IBZ,8h 15m,2 stops,€114,2023-12-13
"Vueling, Air Europa",DUB,IBZ,8h 15m,2 stops,€116,2023-12-13
Multiple Airlines,DUB,IBZ,8h 15m,2 stops,€116,2023-12-13
Iberia,DUB,IBZ,9h 00m,1 stop,€302,2023-12-13
Vueling,DUB,IBZ,6h 10m,1 stop,€70,2023-12-14
Vueling,DUB,IBZ,23h 10m,1 stop,€55,2023-12-14
"Aer Lingus, Vueling",DUB,IBZ,5h 05m,1 stop,€115,2023-12-14
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€115,2023-12-14
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€115,2023-12-14
Vueling,DUB,IBZ,8h 35m,1 stop,€102,2023-12-14
Vueling,DUB,IBZ,11h 45m,1 stop,€70,2023-12-14
Iberia,DUB,IBZ,5h 00m,1 stop,€355,2023-12-14
Iberia,DUB,IBZ,6h 10m,1 stop,€297,2023-12-14
"Iberia, Iberia Express",DUB,IBZ,5h 00m,1 stop,€322,2023-12-14
"Aer Lingus, Vueling",DUB,IBZ,9h 05m,1 stop,€115,2023-12-14
British Airways,DUB,IBZ,5h 00m,1 stop,€431,2023-12-14
"Transavia France, Vueling",DUB,IBZ,17h 05m,1 stop,€95,2023-12-14
British Airways,DUB,IBZ,6h 10m,1 stop,€394,2023-12-14
"Vueling, Air Europa",DUB,IBZ,7h 50m,2 stops,€137,2023-12-14
Vueling,DUB,IBZ,6h 20m,1 stop,€76,2023-12-15
"Aer Lingus, Vueling",DUB,IBZ,5h 05m,1 stop,€164,2023-12-15
"Aer Lingus, Vueling",DUB,IBZ,5h 15m,1 stop,€175,2023-12-15
Iberia,DUB,IBZ,12h 30m,1 stop,€107,2023-12-15
"Aer Lingus, Vueling",DUB,IBZ,6h 30m,1 stop,€162,2023-12-15
Iberia,DUB,IBZ,16h 45m,1 stop,€114,2023-12-15
Iberia,DUB,IBZ,6h 20m,1 stop,€345,2023-12-15
