Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
Vueling,DUB,IBZ,6h 35m,1 stop,€76,13/12/2023,11/12/2023
Vueling,DUB,IBZ,27h 10m,1 stop,€75,13/12/2023,11/12/2023
Vueling,DUB,IBZ,9h 00m,1 stop,€82,13/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€184,13/12/2023,11/12/2023
"Vueling, Air Europa",DUB,IBZ,8h 15m,2 stops,€130,13/12/2023,11/12/2023
Multiple Airlines,DUB,IBZ,8h 15m,2 stops,€131,13/12/2023,11/12/2023
Vueling,DUB,IBZ,12h 10m,1 stop,€87,13/12/2023,11/12/2023
"Vueling, Swiftair",DUB,IBZ,8h 15m,2 stops,€141,13/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€184,13/12/2023,11/12/2023
"Vueling, Air Europa",DUB,IBZ,8h 15m,2 stops,€144,13/12/2023,11/12/2023
"Vueling, Iberia",DUB,IBZ,10h 20m,2 stops,€109,13/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,7h 00m,2 stops,€189,13/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 05m,1 stop,€190,13/12/2023,11/12/2023
Iberia,DUB,IBZ,6h 35m,1 stop,€310,13/12/2023,11/12/2023
"Vueling, Iberia",DUB,IBZ,6h 45m,2 stops,€282,13/12/2023,11/12/2023
Iberia,DUB,IBZ,9h 00m,1 stop,€315,13/12/2023,11/12/2023
Vueling,DUB,IBZ,6h 10m,1 stop,€78,14/12/2023,11/12/2023
Vueling,DUB,IBZ,23h 10m,1 stop,€69,14/12/2023,11/12/2023
Vueling,DUB,IBZ,8h 35m,1 stop,€102,14/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 40m,1 stop,€160,14/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 05m,1 stop,€195,14/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 40m,1 stop,€160,14/12/2023,11/12/2023
Vueling,DUB,IBZ,11h 45m,1 stop,€90,14/12/2023,11/12/2023
Iberia,DUB,IBZ,5h 00m,1 stop,€343,14/12/2023,11/12/2023
Iberia,DUB,IBZ,6h 10m,1 stop,€287,14/12/2023,11/12/2023
British Airways,DUB,IBZ,5h 00m,1 stop,€379,14/12/2023,11/12/2023
"Transavia France, Vueling",DUB,IBZ,17h 05m,1 stop,€103,14/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,9h 05m,1 stop,€160,14/12/2023,11/12/2023
"Vueling, Air Europa",DUB,IBZ,7h 50m,2 stops,€145,14/12/2023,11/12/2023
Multiple Airlines,DUB,IBZ,7h 50m,2 stops,€148,14/12/2023,11/12/2023
"Transavia, Vueling",DUB,IBZ,17h 05m,1 stop,€124,14/12/2023,11/12/2023
Vueling,DUB,IBZ,6h 20m,1 stop,€92,15/12/2023,11/12/2023
Vueling,DUB,IBZ,17h 45m,1 stop,€86,15/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 05m,1 stop,€191,15/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,5h 15m,1 stop,€186,15/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,6h 30m,1 stop,€172,15/12/2023,11/12/2023
Iberia,DUB,IBZ,12h 30m,1 stop,€113,15/12/2023,11/12/2023
British Airways,DUB,IBZ,12h 30m,1 stop,€148,15/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,8h 40m,1 stop,€172,15/12/2023,11/12/2023
Multiple Airlines,DUB,IBZ,7h 45m,2 stops,€216,15/12/2023,11/12/2023
"Iberia, Iberia Express",DUB,IBZ,12h 30m,1 stop,€158,15/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,11h 30m,1 stop,€177,15/12/2023,11/12/2023
Iberia,DUB,IBZ,6h 20m,1 stop,€327,15/12/2023,11/12/2023
Iberia,DUB,IBZ,16h 45m,1 stop,€121,15/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,10h 55m,2 stops,€253,15/12/2023,11/12/2023
"Aer Lingus, Vueling",DUB,IBZ,14h 40m,1 stop,€184,15/12/2023,11/12/2023
