Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
"Binter Canarias, Aer Lingus",TFN,DUB,6h 30m,1 stop,€175,11/12/2023,07/12/2023
Iberia,TFN,DUB,14h 20m,1 stop,€139,11/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 30m,1 stop,€183,11/12/2023,07/12/2023
Iberia,TFN,DUB,15h 20m,1 stop,€139,11/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 30m,1 stop,€202,11/12/2023,07/12/2023
Iberia,TFN,DUB,17h 05m,1 stop,€139,11/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 30m,1 stop,€183,11/12/2023,07/12/2023
British Airways,TFN,DUB,14h 20m,1 stop,€149,11/12/2023,07/12/2023
British Airways,TFN,DUB,15h 20m,1 stop,€149,11/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,12h 45m,1 stop,€170,11/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,15h 00m,1 stop,€170,11/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,13h 30m,1 stop,€183,11/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,12h 00m,1 stop,€202,11/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,14h 30m,1 stop,€183,11/12/2023,07/12/2023
"Canaryfly, Aer Lingus",TFN,DUB,12h 45m,1 stop,€235,11/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 00m,1 stop,€163,12/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,12h 45m,1 stop,€137,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 30m,1 stop,€163,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 00m,1 stop,€163,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 30m,1 stop,€172,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 00m,1 stop,€163,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 10m,1 stop,€206,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 30m,1 stop,€163,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 00m,1 stop,€163,12/12/2023,07/12/2023
"Canaryfly, Aer Lingus",TFN,DUB,8h 30m,1 stop,€177,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 30m,1 stop,€163,12/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,6h 30m,1 stop,€475,12/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,8h 30m,1 stop,€249,12/12/2023,07/12/2023
Vueling,TFN,DUB,13h 00m,1 stop,€168,12/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 40m,1 stop,€263,12/12/2023,07/12/2023
Vueling,TFN,DUB,13h 25m,1 stop,€88,13/12/2023,07/12/2023
Iberia,TFN,DUB,7h 00m,1 stop,€200,13/12/2023,07/12/2023
British Airways,TFN,DUB,7h 00m,1 stop,€216,13/12/2023,07/12/2023
"Vueling, Aer Lingus",TFN,DUB,11h 05m,1 stop,€108,13/12/2023,07/12/2023
Vueling,TFN,DUB,7h 00m,1 stop,€619,13/12/2023,07/12/2023
Iberia,TFN,DUB,11h 20m,1 stop,€200,13/12/2023,07/12/2023
Iberia,TFN,DUB,14h 20m,1 stop,€164,13/12/2023,07/12/2023
"Air Europa, Iberia Express",TFN,DUB,8h 25m,1 stop,€299,13/12/2023,07/12/2023
British Airways,TFN,DUB,11h 20m,1 stop,€216,13/12/2023,07/12/2023
British Airways,TFN,DUB,14h 20m,1 stop,€174,13/12/2023,07/12/2023
Multiple Airlines,TFN,DUB,10h 00m,2 stops,€194,13/12/2023,07/12/2023
Multiple Airlines,TFN,DUB,9h 45m,2 stops,€220,13/12/2023,07/12/2023
"Air Europa, Iberia Express",TFN,DUB,15h 25m,2 stops,€152,13/12/2023,07/12/2023
Multiple Airlines,TFN,DUB,9h 30m,3 stops,€241,13/12/2023,07/12/2023
Multiple Airlines,TFN,DUB,10h 45m,2 stops,€220,13/12/2023,07/12/2023
Iberia,TFN,DUB,7h 00m,1 stop,€157,14/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,13h 20m,1 stop,€148,14/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 05m,1 stop,€175,14/12/2023,07/12/2023
British Airways,TFN,DUB,7h 00m,1 stop,€174,14/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,6h 35m,1 stop,€175,14/12/2023,07/12/2023
Iberia,TFN,DUB,8h 15m,1 stop,€157,14/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 05m,1 stop,€175,14/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,7h 35m,1 stop,€175,14/12/2023,07/12/2023
British Airways,TFN,DUB,8h 15m,1 stop,€174,14/12/2023,07/12/2023
"Air Europa, Aer Lingus",TFN,DUB,6h 30m,1 stop,€314,14/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 05m,1 stop,€175,14/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,8h 35m,1 stop,€175,14/12/2023,07/12/2023
Iberia,TFN,DUB,11h 20m,1 stop,€157,14/12/2023,07/12/2023
Iberia,TFN,DUB,6h 40m,1 stop,€502,14/12/2023,07/12/2023
"Binter Canarias, Aer Lingus",TFN,DUB,9h 05m,1 stop,€175,14/12/2023,07/12/2023
British Airways,TFN,DUB,14h 40m,1 stop,€125,15/12/2023,07/12/2023
Vueling,TFN,DUB,47h 15m,3 stops,€87,15/12/2023,07/12/2023
Vueling,TFN,DUB,7h 45m,1 stop,€238,15/12/2023,07/12/2023
British Airways,TFN,DUB,7h 00m,1 stop,€280,15/12/2023,07/12/2023
Iberia,TFN,DUB,14h 40m,1 stop,€121,15/12/2023,07/12/2023
Iberia,TFN,DUB,7h 00m,1 stop,€261,15/12/2023,07/12/2023
