Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
Aer Lingus,MAD,DUB,2h 40m,direct,€126,11/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€126,11/12/2023,09/12/2023
"Iberia Express, Aer Lingus",MAD,DUB,10h 20m,1 stop,€121,11/12/2023,09/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€142,11/12/2023,09/12/2023
Iberia,MAD,DUB,2h 40m,direct,€143,11/12/2023,09/12/2023
Vueling,MAD,DUB,2h 40m,direct,€147,11/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€159,11/12/2023,09/12/2023
British Airways,MAD,DUB,2h 40m,direct,€182,11/12/2023,09/12/2023
Iberia,MAD,DUB,2h 45m,direct,€184,11/12/2023,09/12/2023
British Airways,MAD,DUB,2h 45m,direct,€224,11/12/2023,09/12/2023
British Airways,MAD,DUB,4h 50m,1 stop,€151,11/12/2023,09/12/2023
"Iberia Express, Aer Lingus",MAD,DUB,6h 55m,1 stop,€130,11/12/2023,09/12/2023
"Iberia, British Airways",MAD,DUB,4h 50m,1 stop,€161,11/12/2023,09/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€156,11/12/2023,09/12/2023
"Air Europa, Transavia France",MAD,DUB,5h 50m,1 stop,€142,11/12/2023,09/12/2023
"Iberia, Aer Lingus",MAD,DUB,6h 55m,1 stop,€136,11/12/2023,09/12/2023
"Iberia, Transavia France",MAD,DUB,5h 45m,1 stop,€147,11/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 30m,direct,€75,12/12/2023,09/12/2023
Iberia Express,MAD,DUB,2h 30m,direct,€41,12/12/2023,09/12/2023
Iberia,MAD,DUB,2h 30m,direct,€42,12/12/2023,09/12/2023
Vueling,MAD,DUB,2h 30m,direct,€53,12/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 30m,direct,€75,12/12/2023,09/12/2023
British Airways,MAD,DUB,2h 30m,direct,€78,12/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€105,12/12/2023,09/12/2023
Iberia,MAD,DUB,2h 45m,direct,€144,12/12/2023,09/12/2023
British Airways,MAD,DUB,2h 45m,direct,€182,12/12/2023,09/12/2023
Vueling,MAD,DUB,5h 30m,1 stop,€83,12/12/2023,09/12/2023
British Airways,MAD,DUB,4h 50m,1 stop,€146,12/12/2023,09/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€143,12/12/2023,09/12/2023
British Airways,MAD,DUB,5h 50m,1 stop,€136,12/12/2023,09/12/2023
"Iberia, British Airways",MAD,DUB,5h 15m,1 stop,€157,12/12/2023,09/12/2023
British Airways,MAD,DUB,6h 15m,1 stop,€136,12/12/2023,09/12/2023
British Airways,MAD,DUB,6h 25m,1 stop,€136,12/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,13/12/2023,09/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€40,13/12/2023,09/12/2023
Iberia,MAD,DUB,2h 40m,direct,€42,13/12/2023,09/12/2023
Vueling,MAD,DUB,2h 40m,direct,€53,13/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,13/12/2023,09/12/2023
British Airways,MAD,DUB,2h 40m,direct,€78,13/12/2023,09/12/2023
"Air Europa, Transavia France",MAD,DUB,5h 45m,1 stop,€102,13/12/2023,09/12/2023
"Iberia, Transavia France",MAD,DUB,5h 40m,1 stop,€109,13/12/2023,09/12/2023
Transavia France,MAD,DUB,6h 40m,1 stop,€96,13/12/2023,09/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€142,13/12/2023,09/12/2023
British Airways,MAD,DUB,5h 50m,1 stop,€136,13/12/2023,09/12/2023
British Airways,MAD,DUB,6h 05m,1 stop,€136,13/12/2023,09/12/2023
British Airways,MAD,DUB,5h 15m,1 stop,€165,13/12/2023,09/12/2023
"Iberia, British Airways",MAD,DUB,5h 15m,1 stop,€170,13/12/2023,09/12/2023
British Airways,MAD,DUB,5h 25m,1 stop,€165,13/12/2023,09/12/2023
British Airways,MAD,DUB,6h 15m,1 stop,€136,13/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 30m,direct,€75,14/12/2023,09/12/2023
Iberia Express,MAD,DUB,2h 30m,direct,€42,14/12/2023,09/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€42,14/12/2023,09/12/2023
Vueling,MAD,DUB,2h 30m,direct,€53,14/12/2023,09/12/2023
Vueling,MAD,DUB,2h 40m,direct,€53,14/12/2023,09/12/2023
Iberia,MAD,DUB,2h 30m,direct,€42,14/12/2023,09/12/2023
Iberia,MAD,DUB,2h 40m,direct,€42,14/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 30m,direct,€75,14/12/2023,09/12/2023
British Airways,MAD,DUB,2h 30m,direct,€78,14/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,14/12/2023,09/12/2023
British Airways,MAD,DUB,2h 40m,direct,€78,14/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€81,14/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€81,14/12/2023,09/12/2023
Iberia,MAD,DUB,2h 40m,direct,€103,14/12/2023,09/12/2023
Iberia,MAD,DUB,2h 45m,direct,€103,14/12/2023,09/12/2023
Transavia France,MAD,DUB,5h 25m,1 stop,€104,14/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,15/12/2023,09/12/2023
Iberia,MAD,DUB,2h 40m,direct,€42,15/12/2023,09/12/2023
Iberia Express,MAD,DUB,2h 40m,direct,€43,15/12/2023,09/12/2023
Vueling,MAD,DUB,2h 40m,direct,€53,15/12/2023,09/12/2023
Iberia,MAD,DUB,2h 40m,direct,€66,15/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€69,15/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 40m,direct,€75,15/12/2023,09/12/2023
British Airways,MAD,DUB,2h 40m,direct,€78,15/12/2023,09/12/2023
British Airways,MAD,DUB,2h 40m,direct,€103,15/12/2023,09/12/2023
Aer Lingus,MAD,DUB,2h 45m,direct,€139,15/12/2023,09/12/2023
Iberia,MAD,DUB,2h 45m,direct,€183,15/12/2023,09/12/2023
British Airways,MAD,DUB,2h 45m,direct,€224,15/12/2023,09/12/2023
Vueling,MAD,DUB,6h 15m,1 stop,€93,15/12/2023,09/12/2023
Air France,MAD,DUB,5h 25m,1 stop,€141,15/12/2023,09/12/2023
"Iberia, Vueling",MAD,DUB,8h 00m,1 stop,€91,15/12/2023,09/12/2023
Vueling,MAD,DUB,8h 00m,1 stop,€95,15/12/2023,09/12/2023
