Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
Vueling,IBZ,DUB,6h 45m,2 stops,€174,12/12/2023,09/12/2023
British Airways,IBZ,DUB,6h 20m,1 stop,€311,12/12/2023,09/12/2023
"Iberia, British Airways",IBZ,DUB,8h 40m,2 stops,€161,12/12/2023,09/12/2023
"Air Europa, Vueling",IBZ,DUB,6h 15m,2 stops,€195,12/12/2023,09/12/2023
"Iberia, British Airways",IBZ,DUB,7h 45m,1 stop,€267,12/12/2023,09/12/2023
British Airways,IBZ,DUB,8h 25m,1 stop,€250,12/12/2023,09/12/2023
Iberia,IBZ,DUB,5h 50m,1 stop,€78,13/12/2023,09/12/2023
Vueling,IBZ,DUB,14h 05m,1 stop,€56,13/12/2023,09/12/2023
Iberia Express,IBZ,DUB,5h 50m,1 stop,€76,13/12/2023,09/12/2023
"Iberia, Iberia Express",IBZ,DUB,5h 50m,1 stop,€79,13/12/2023,09/12/2023
"Iberia Express, Iberia",IBZ,DUB,5h 50m,1 stop,€82,13/12/2023,09/12/2023
British Airways,IBZ,DUB,5h 50m,1 stop,€124,13/12/2023,09/12/2023
Vueling,IBZ,DUB,5h 50m,1 stop,€156,13/12/2023,09/12/2023
Iberia,IBZ,DUB,13h 40m,1 stop,€69,13/12/2023,09/12/2023
Iberia Express,IBZ,DUB,13h 40m,1 stop,€64,13/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€167,13/12/2023,09/12/2023
"Iberia, Iberia Express",IBZ,DUB,13h 40m,1 stop,€67,13/12/2023,09/12/2023
"Iberia Express, Iberia",IBZ,DUB,13h 40m,1 stop,€68,13/12/2023,09/12/2023
British Airways,IBZ,DUB,7h 45m,1 stop,€224,13/12/2023,09/12/2023
British Airways,IBZ,DUB,13h 40m,1 stop,€108,13/12/2023,09/12/2023
"Iberia, British Airways",IBZ,DUB,7h 35m,2 stops,€167,13/12/2023,09/12/2023
Iberia,IBZ,DUB,5h 55m,1 stop,€118,14/12/2023,09/12/2023
Vueling,IBZ,DUB,19h 25m,1 stop,€70,14/12/2023,09/12/2023
Iberia Express,IBZ,DUB,5h 55m,1 stop,€124,14/12/2023,09/12/2023
"Vueling, Iberia",IBZ,DUB,5h 55m,1 stop,€126,14/12/2023,09/12/2023
British Airways,IBZ,DUB,5h 55m,1 stop,€171,14/12/2023,09/12/2023
Vueling,IBZ,DUB,5h 55m,1 stop,€156,14/12/2023,09/12/2023
"Iberia Express, Iberia",IBZ,DUB,5h 55m,1 stop,€128,14/12/2023,09/12/2023
"Iberia, Iberia Express",IBZ,DUB,5h 55m,1 stop,€129,14/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,5h 45m,1 stop,€141,14/12/2023,09/12/2023
Iberia,IBZ,DUB,10h 10m,1 stop,€80,14/12/2023,09/12/2023
"Air Europa, Iberia",IBZ,DUB,8h 10m,1 stop,€127,14/12/2023,09/12/2023
"Air Europa, Aer Lingus",IBZ,DUB,8h 10m,1 stop,€134,14/12/2023,09/12/2023
British Airways,IBZ,DUB,10h 10m,1 stop,€124,14/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,8h 05m,1 stop,€141,14/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€170,14/12/2023,09/12/2023
Iberia,IBZ,DUB,5h 30m,1 stop,€218,14/12/2023,09/12/2023
Vueling,IBZ,DUB,8h 05m,1 stop,€67,15/12/2023,09/12/2023
Vueling,IBZ,DUB,4h 50m,1 stop,€121,15/12/2023,09/12/2023
"Vueling, Transavia",IBZ,DUB,5h 30m,1 stop,€137,15/12/2023,09/12/2023
"Vueling, Transavia France",IBZ,DUB,5h 30m,1 stop,€138,15/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 40m,1 stop,€128,15/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,6h 10m,1 stop,€148,15/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,8h 20m,1 stop,€118,15/12/2023,09/12/2023
Vueling,IBZ,DUB,6h 35m,2 stops,€185,15/12/2023,09/12/2023
Iberia,IBZ,DUB,14h 00m,1 stop,€99,15/12/2023,09/12/2023
"Vueling, Aer Lingus",IBZ,DUB,9h 35m,1 stop,€165,15/12/2023,09/12/2023
Iberia,IBZ,DUB,5h 30m,1 stop,€277,15/12/2023,09/12/2023
"Air Europa, Aer Lingus",IBZ,DUB,8h 10m,1 stop,€221,15/12/2023,09/12/2023
Iberia Express,IBZ,DUB,14h 00m,1 stop,€104,15/12/2023,09/12/2023
"Iberia Express, Iberia",IBZ,DUB,14h 00m,1 stop,€107,15/12/2023,09/12/2023
British Airways,IBZ,DUB,7h 45m,1 stop,€270,15/12/2023,09/12/2023
