Airline,Source,Destination,Duration,Total stops,Price,Date,Date scraped
Aer Lingus,DUB,MAD,2h 35m,direct,€251,11/12/2023,09/12/2023
Iberia Express,DUB,MAD,2h 35m,direct,€242,11/12/2023,09/12/2023
"TAP AIR PORTUGAL, ALSA",DUB,MAD,12h 50m,1 stop,€181,11/12/2023,09/12/2023
Iberia,DUB,MAD,2h 35m,direct,€244,11/12/2023,09/12/2023
Vueling,DUB,MAD,2h 35m,direct,€244,11/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€251,11/12/2023,09/12/2023
British Airways,DUB,MAD,2h 35m,direct,€290,11/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 50m,direct,€451,11/12/2023,09/12/2023
TAP AIR PORTUGAL,DUB,MAD,5h 50m,1 stop,€286,11/12/2023,09/12/2023
KLM,DUB,MAD,5h 05m,1 stop,€337,11/12/2023,09/12/2023
TAP AIR PORTUGAL,DUB,MAD,8h 10m,1 stop,€251,11/12/2023,09/12/2023
"TAP AIR PORTUGAL, easyJet",DUB,MAD,5h 15m,1 stop,€300,11/12/2023,09/12/2023
"TAP AIR PORTUGAL, Air Europa",DUB,MAD,6h 10m,1 stop,€274,11/12/2023,09/12/2023
"Aer Lingus, Iberia Express",DUB,MAD,7h 15m,1 stop,€255,11/12/2023,09/12/2023
KLM,DUB,MAD,5h 10m,1 stop,€492,11/12/2023,09/12/2023
TAP AIR PORTUGAL,DUB,MAD,8h 35m,1 stop,€286,11/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 50m,direct,€226,12/12/2023,09/12/2023
Iberia,DUB,MAD,2h 35m,direct,€228,12/12/2023,09/12/2023
"Vueling, Iberia",DUB,MAD,17h 55m,1 stop,€123,12/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 50m,direct,€219,12/12/2023,09/12/2023
Vueling,DUB,MAD,6h 20m,1 stop,€127,12/12/2023,09/12/2023
Aer Lingus,DUB,MAD,2h 35m,direct,€236,12/12/2023,09/12/2023
Iberia,DUB,MAD,2h 50m,direct,€243,12/12/2023,09/12/2023
"Vueling, Air Europa",DUB,MAD,6h 20m,1 stop,€126,12/12/2023,09/12/2023
